Cause,Effect,Lag,SSR F-Test Statistic,SSR F-Test P-Value
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,9,3.134288844759017,0.0021305274744246455
Adjusted_Closing_Price,Nominal_Broad_US_Dollar_Index,10,2.852181856306113,0.0034770407664133536
Adjusted_Closing_Price,US_Export_to_Russia,1,0.02868549731317321,0.8657626563841889
Adjusted_Closing_Price,US_Export_to_Russia,2,0.6429059496234736,0.5274130460079034
Adjusted_Closing_Price,US_Export_to_Russia,3,1.1751296709556247,0.32190210865883395
Adjusted_Closing_Price,US_Export_to_Russia,4,1.0413157467873975,0.38870738489468065
Adjusted_Closing_Price,US_Export_to_Russia,5,1.2049113190407965,0.31089812411790746
Adjusted_Closing_Price,US_Export_to_Russia,6,0.9185752807546215,0.4841999787697041
Adjusted_Closing_Price,US_Export_to_Russia,7,0.7022499684636189,0.6700685552841208
Adjusted_Closing_Price,US_Export_to_Russia,8,0.565254702843639,0.804371510948074
Adjusted_Closing_Price,US_Export_to_Russia,9,0.5378565226612212,0.8441139950976835
Adjusted_Closing_Price,US_Export_to_Russia,10,0.47580879717650715,0.9024204600691947
Adjusted_Closing_Price,US_Unemployment_Rate,1,11.424985904367226,0.0009495693748438431
Adjusted_Closing_Price,US_Unemployment_Rate,2,10.017856783680232,8.944430143320901e-05
Adjusted_Closing_Price,US_Unemployment_Rate,3,6.822624033005391,0.00026565888861668544
Adjusted_Closing_Price,US_Unemployment_Rate,4,4.8881429753594015,0.001073677244505627
Adjusted_Closing_Price,US_Unemployment_Rate,5,3.9781821753039406,0.0022337384012398923
Adjusted_Closing_Price,US_Unemployment_Rate,6,3.3553768531137,0.004324156898619021
Adjusted_Closing_Price,US_Unemployment_Rate,7,2.9473223672237934,0.007050204572433553
Adjusted_Closing_Price,US_Unemployment_Rate,8,2.5922318982153874,0.012248010967026036
Adjusted_Closing_Price,US_Unemployment_Rate,9,2.280687396093656,0.021955672340244484
Adjusted_Closing_Price,US_Unemployment_Rate,10,2.197329632770996,0.023179753045335216
Adjusted_Closing_Price,US_Consumer_Sentiment,1,23.427555255017136,3.517135169477387e-06
Adjusted_Closing_Price,US_Consumer_Sentiment,2,13.591341467848054,4.328719754403232e-06
Adjusted_Closing_Price,US_Consumer_Sentiment,3,9.060732598675395,1.7470880289577604e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,4,7.631929721139323,1.5548445575276878e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,5,6.411121433375508,2.5342728328015146e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,6,5.55777675040314,4.1457642889187753e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,7,5.4425328017901355,2.0178728256246837e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,8,5.234062359666679,1.4021215206844248e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,9,4.862804527971759,1.7617424303616284e-05
Adjusted_Closing_Price,US_Consumer_Sentiment,10,4.434330052716753,3.188977735973136e-05
Adjusted_Closing_Price,Price,1,0.030381154190806746,0.8618912652889256
Adjusted_Closing_Price,Price,2,5.37830110498236,0.005690940487437887
Adjusted_Closing_Price,Price,3,4.006045411536802,0.00917386666198197
Adjusted_Closing_Price,Price,4,2.525671163020984,0.04407952470726917
Adjusted_Closing_Price,Price,5,1.8107350376903788,0.11563074870226588
Adjusted_Closing_Price,Price,6,2.4939693725476513,0.026175793708118168
Adjusted_Closing_Price,Price,7,2.258605320252547,0.03429886437087569
Adjusted_Closing_Price,Price,8,2.0080235963217157,0.05161795157133951
Adjusted_Closing_Price,Price,9,1.5236496318072565,0.1483616861237134
Adjusted_Closing_Price,Price,10,1.9884506403129754,0.041499739132961046
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,1,7.185874907070277,0.0082708584488171
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,2,4.1082014651918355,0.018601506703461734
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,3,3.2123321267057214,0.025240084397411953
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,4,2.5720986952031257,0.041019050406636434
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,5,2.0481389546871323,0.07657665906210986
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,6,1.5071817305274757,0.1815624612302875
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,7,1.261862346957306,0.2753731192031185
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,8,1.1952274967921586,0.30818965420025457
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,9,1.6509031266542595,0.10969638239817744
Adjusted_Closing_Price,US_Mean_Monthly_Market_Volatility,10,1.5664272354275983,0.1265498390556935
Adjusted_Closing_Price,Average_Hourly_Earning,1,9.795942700473436,0.0021469902401078816
Adjusted_Closing_Price,Average_Hourly_Earning,2,5.885066574227728,0.003568802280646004
Adjusted_Closing_Price,Average_Hourly_Earning,3,4.819418966644936,0.0032640462574868257
Adjusted_Closing_Price,Average_Hourly_Earning,4,5.26635733853699,0.0005932738773798972
Adjusted_Closing_Price,Average_Hourly_Earning,5,4.841244758060408,0.00044959698396378515
Adjusted_Closing_Price,Average_Hourly_Earning,6,4.009319585172133,0.001081783233909732
Adjusted_Closing_Price,Average_Hourly_Earning,7,3.5571530122320056,0.001682436362460629
Adjusted_Closing_Price,Average_Hourly_Earning,8,3.1460014134175993,0.0029869190812122194
Adjusted_Closing_Price,Average_Hourly_Earning,9,2.8274457817180862,0.004979012423498898
Adjusted_Closing_Price,Average_Hourly_Earning,10,2.754700198701241,0.00463231915842517
Adjusted_Closing_Price,CPI_Value_Inflation,1,0.30561606869552077,0.5813039370928712
Adjusted_Closing_Price,CPI_Value_Inflation,2,1.5967814941109628,0.20646410618991035
Adjusted_Closing_Price,CPI_Value_Inflation,3,3.9669226906922326,0.009642679465935963
Adjusted_Closing_Price,CPI_Value_Inflation,4,7.051375051742156,3.752846551597525e-05
Adjusted_Closing_Price,CPI_Value_Inflation,5,5.56085031018633,0.00011930052217270441
Adjusted_Closing_Price,CPI_Value_Inflation,6,3.1345627176265984,0.006889570123763299
Adjusted_Closing_Price,CPI_Value_Inflation,7,3.0570840741211818,0.005454683540383617
Adjusted_Closing_Price,CPI_Value_Inflation,8,3.4523961604190387,0.0013564492975169527
Adjusted_Closing_Price,CPI_Value_Inflation,9,2.88498809023516,0.004248782536021122
Adjusted_Closing_Price,CPI_Value_Inflation,10,2.3899602308299093,0.01338573297171805
Adjusted_Closing_Price,producer_price_index_all_commodities,1,10.23485787402296,0.0017203291753996434
Adjusted_Closing_Price,producer_price_index_all_commodities,2,4.89076013748915,0.008943957780927204
Adjusted_Closing_Price,producer_price_index_all_commodities,3,6.68951559386834,0.00031322408552359436
Adjusted_Closing_Price,producer_price_index_all_commodities,4,7.822821819616129,1.1660341643891425e-05
Adjusted_Closing_Price,producer_price_index_all_commodities,5,6.322602931239738,2.9746148070374354e-05
Adjusted_Closing_Price,producer_price_index_all_commodities,6,5.161592476950549,9.4908394718016e-05
Adjusted_Closing_Price,producer_price_index_all_commodities,7,4.8929046831410155,7.245143916444079e-05
Adjusted_Closing_Price,producer_price_index_all_commodities,8,4.266589042120711,0.00016584687901105414
Adjusted_Closing_Price,producer_price_index_all_commodities,9,3.8912188298893065,0.0002586715776229739
Adjusted_Closing_Price,producer_price_index_all_commodities,10,3.5948896157331656,0.00038333579153140314
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,1,0.03478352146896296,0.852332064505309
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,2,0.1667318066906505,0.8466059216960677
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,3,0.7207478672470565,0.5413607552951378
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,4,0.6792888275792676,0.6075663398473043
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,5,1.4026807407208615,0.22801006821393344
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,6,1.487265010999699,0.18826638713883398
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,7,1.3043931589186075,0.2543668945297068
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,8,1.1565360257555797,0.33179158882759013
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,9,1.1037427164970746,0.3662158253632871
US_Export_to_Russia,Trade_Volume_Pct_Change_Index_Value,10,0.8240061045484083,0.6063403876772243
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,1,1.9974824662470183,0.1598794784030255
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,2,1.2561026384417555,0.28816841024348133
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,3,1.199316834761894,0.31279748040277155
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,4,1.0724536864907563,0.37305539599917464
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,5,0.9071143835386277,0.4788639829823591
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,6,1.349947701056439,0.24059109892236621
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,7,1.6462987745559237,0.12929115291701068
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,8,1.569583358496084,0.14174753360260647
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,9,1.416622708047824,0.18959915948372622
US_Export_to_Russia,US_Crude_Oil_Prices_Dollar_Per_Barrel,10,1.2613051599892109,0.26162721848102627
US_Export_to_Russia,Federal_Rates_Monthly,1,0.06503427717198407,0.7991000340773988
US_Export_to_Russia,Federal_Rates_Monthly,2,0.03699853566481982,0.9636876127580731
US_Export_to_Russia,Federal_Rates_Monthly,3,0.19011248304918782,0.9029732747338141
US_Export_to_Russia,Federal_Rates_Monthly,4,0.1690708522892077,0.9537925117624272
US_Export_to_Russia,Federal_Rates_Monthly,5,1.4817223385121485,0.20063846231034355
US_Export_to_Russia,Federal_Rates_Monthly,6,1.33813548211019,0.24561816150588034
US_Export_to_Russia,Federal_Rates_Monthly,7,1.5840477156499342,0.1468972193325247
US_Export_to_Russia,Federal_Rates_Monthly,8,1.4103376934973966,0.19969465462080582
US_Export_to_Russia,Federal_Rates_Monthly,9,1.3224268273701278,0.2334932954354173
US_Export_to_Russia,Federal_Rates_Monthly,10,1.2688126770001893,0.257277086412719
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,1,0.6689101063958024,0.41488377466527493
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,2,0.49077863685720347,0.6132705318405893
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,3,0.4435522030852495,0.7222733408772726
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,4,0.9608068175542442,0.4315626059909824
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,5,0.7897570179841377,0.559007083665585
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,6,0.9111803813043498,0.4894423526511342
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,7,1.998810838369055,0.06102590771009212
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,8,1.8821470423899374,0.06954466282482835
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,9,1.872308269446002,0.06346870829851496
US_Export_to_Russia,Nominal_Broad_US_Dollar_Index,10,1.5467323891072426,0.1329477751997953
US_Export_to_Russia,Adjusted_Closing_Price,1,5.250159688787782,0.02350489639951554
US_Export_to_Russia,Adjusted_Closing_Price,2,2.7052384360827775,0.070590090131296
US_Export_to_Russia,Adjusted_Closing_Price,3,2.9758227550314102,0.03411902145458263
US_Export_to_Russia,Adjusted_Closing_Price,4,2.29658747219927,0.06275290948590978
US_Export_to_Russia,Adjusted_Closing_Price,5,2.0800696444199205,0.07239552869569706
US_Export_to_Russia,Adjusted_Closing_Price,6,2.339802676124171,0.0358778841664269
US_Export_to_Russia,Adjusted_Closing_Price,7,1.928975569112611,0.07104194933871405
US_Export_to_Russia,Adjusted_Closing_Price,8,1.8181899440571747,0.0807379696018281
US_Export_to_Russia,Adjusted_Closing_Price,9,1.5202496918465693,0.14954144259791885
US_Export_to_Russia,Adjusted_Closing_Price,10,1.3309492791150666,0.2234098301365098
US_Export_to_Russia,US_Unemployment_Rate,1,0.05632573256400219,0.8127629251828646
US_Export_to_Russia,US_Unemployment_Rate,2,0.12341032374451702,0.8840035423185122
US_Export_to_Russia,US_Unemployment_Rate,3,0.23558164023295747,0.8714281330440341
US_Export_to_Russia,US_Unemployment_Rate,4,0.19805123845253259,0.9389842631382668
US_Export_to_Russia,US_Unemployment_Rate,5,0.1723117930403652,0.9724230406525265
US_Export_to_Russia,US_Unemployment_Rate,6,0.2463221198976163,0.9599347322197734
US_Export_to_Russia,US_Unemployment_Rate,7,0.2033621450822197,0.9841483780694904
US_Export_to_Russia,US_Unemployment_Rate,8,0.18136061135071857,0.9930413252575848
US_Export_to_Russia,US_Unemployment_Rate,9,0.3439892998874098,0.9580813015426147
US_Export_to_Russia,US_Unemployment_Rate,10,0.3481094294853746,0.965294980441462
US_Export_to_Russia,US_Consumer_Sentiment,1,0.4881408363614657,0.4859686223255725
US_Export_to_Russia,US_Consumer_Sentiment,2,0.8733426223797685,0.4199702015350184
US_Export_to_Russia,US_Consumer_Sentiment,3,0.9268126774277724,0.42990022890305835
US_Export_to_Russia,US_Consumer_Sentiment,4,1.2366035335107877,0.2988157940039794
US_Export_to_Russia,US_Consumer_Sentiment,5,1.4918126525296993,0.19736125745204341
US_Export_to_Russia,US_Consumer_Sentiment,6,1.2801733302922886,0.271565606124761
US_Export_to_Russia,US_Consumer_Sentiment,7,1.076513624340278,0.3829466143017353
US_Export_to_Russia,US_Consumer_Sentiment,8,1.0458822474974732,0.4063011636047304
US_Export_to_Russia,US_Consumer_Sentiment,9,0.8680695689272784,0.5560011187295246
US_Export_to_Russia,US_Consumer_Sentiment,10,0.8819674045690393,0.5524422894797931
US_Export_to_Russia,Price,1,1.0474821037546147,0.3079318038614558
US_Export_to_Russia,Price,2,1.7647634142478998,0.17527343729831352
US_Export_to_Russia,Price,3,2.339443731978172,0.07652483289820687
US_Export_to_Russia,Price,4,1.5698108037566612,0.1864381490069681
US_Export_to_Russia,Price,5,1.1052227255215248,0.3611909988642428
US_Export_to_Russia,Price,6,0.9654031684782651,0.4517682490770303
US_Export_to_Russia,Price,7,1.360179588011694,0.2288049536522741
US_Export_to_Russia,Price,8,1.1990366942658888,0.3059352400063332
US_Export_to_Russia,Price,9,1.02811268004855,0.42237758485300725
US_Export_to_Russia,Price,10,1.0287409857320469,0.42454237351890084
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,1,1.9081294070809178,0.16947023898634292
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,2,2.082195023073568,0.1287626604593447
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,3,1.444192177271561,0.23302514263318255
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,4,1.2894698142865564,0.277743728226994
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,5,1.3179601554350031,0.2608851667740781
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,6,1.2014484536477053,0.31032608842351095
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,7,1.0457617890222906,0.4033353367178347
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,8,0.964268870030651,0.4675861622696508
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,9,0.829096346189203,0.5907597712174562
US_Export_to_Russia,US_Mean_Monthly_Market_Volatility,10,0.8625575922631921,0.5703561849115387
US_Export_to_Russia,Average_Hourly_Earning,1,0.07524173410673757,0.784274757194537
US_Export_to_Russia,Average_Hourly_Earning,2,0.04925560009724637,0.9519554043850661
US_Export_to_Russia,Average_Hourly_Earning,3,0.10088777816908258,0.9593721179362946
US_Export_to_Russia,Average_Hourly_Earning,4,0.1460598550073421,0.9644402390401056
US_Export_to_Russia,Average_Hourly_Earning,5,0.07752287194075012,0.9955542033726411
US_Export_to_Russia,Average_Hourly_Earning,6,0.253899414501475,0.9568618496922424
US_Export_to_Russia,Average_Hourly_Earning,7,0.22920826610549153,0.9775627217087483
US_Export_to_Russia,Average_Hourly_Earning,8,0.20935102679778167,0.9887309553166679
US_Export_to_Russia,Average_Hourly_Earning,9,0.25432230794673316,0.9849555641275632
US_Export_to_Russia,Average_Hourly_Earning,10,0.25622818937484254,0.988914597959938
US_Export_to_Russia,CPI_Value_Inflation,1,0.09623685566157882,0.7568751251243542
US_Export_to_Russia,CPI_Value_Inflation,2,0.6867187054322349,0.5050267890519518
US_Export_to_Russia,CPI_Value_Inflation,3,1.2369068512482297,0.29911038084226205
US_Export_to_Russia,CPI_Value_Inflation,4,0.9567941355296049,0.4337889102137338
US_Export_to_Russia,CPI_Value_Inflation,5,1.0926771561204802,0.3679435066202457
US_Export_to_Russia,CPI_Value_Inflation,6,2.3324108328381516,0.03642142686561922
US_Export_to_Russia,CPI_Value_Inflation,7,2.32677625383477,0.02941578906791744
US_Export_to_Russia,CPI_Value_Inflation,8,1.966906284473605,0.05693103715537868
US_Export_to_Russia,CPI_Value_Inflation,9,1.880249193047059,0.06220803555377217
US_Export_to_Russia,CPI_Value_Inflation,10,1.3602727615998345,0.20872008046074264
US_Export_to_Russia,producer_price_index_all_commodities,1,0.4061123719157839,0.525036649387433
US_Export_to_Russia,producer_price_index_all_commodities,2,0.2521623631960392,0.7774948823375449
US_Export_to_Russia,producer_price_index_all_commodities,3,0.2501985140692035,0.8610725803145006
US_Export_to_Russia,producer_price_index_all_commodities,4,0.9579798455942659,0.43313016584766195
US_Export_to_Russia,producer_price_index_all_commodities,5,0.9099621464523577,0.4770094550837969
US_Export_to_Russia,producer_price_index_all_commodities,6,0.9165929170339872,0.4856021655181225
US_Export_to_Russia,producer_price_index_all_commodities,7,1.1667347785323086,0.32728854124846035
US_Export_to_Russia,producer_price_index_all_commodities,8,1.1968176103438675,0.30724706396999174
US_Export_to_Russia,producer_price_index_all_commodities,9,1.1738677165632014,0.31880166303469887
US_Export_to_Russia,producer_price_index_all_commodities,10,1.0451211156486309,0.4113310575626865
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,1,0.544055942567372,0.46204632405851787
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,2,9.201519167843397,0.00018227505022348084
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,3,6.211867841229373,0.0005670344222500758
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,4,5.7297456075128945,0.0002878142243025701
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,5,4.852522453162261,0.00044030643958432565
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,6,3.7794165595477325,0.001761571059985194
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,7,3.255437182144724,0.0034248206456404646
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,8,3.1824417089604013,0.002719798008772366
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,9,2.5543162044192393,0.010513707596476825
US_Unemployment_Rate,Trade_Volume_Pct_Change_Index_Value,10,2.1991027765232523,0.0230639761994313
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,1,1.3940616633930936,0.23981189845480458
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,2,3.294139802394941,0.04019624883154653
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,3,2.035795378693393,0.11213213396531457
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,4,1.519898566621022,0.20038476055052923
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,5,1.245044998681656,0.29230887731624
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,6,1.1380079149701858,0.34460734680083127
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,7,0.9289030631369848,0.48701129397588405
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,8,0.9580760257788417,0.47243731159143376
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,9,0.8220292177252543,0.5971189330955622
US_Unemployment_Rate,US_Crude_Oil_Prices_Dollar_Per_Barrel,10,0.8307606303413753,0.6000053395413066
US_Unemployment_Rate,Federal_Rates_Monthly,1,8.519361672129705,0.004122857319016403
US_Unemployment_Rate,Federal_Rates_Monthly,2,5.828037294072437,0.003760600598463098
US_Unemployment_Rate,Federal_Rates_Monthly,3,2.7452789708455416,0.04575121613482094
US_Unemployment_Rate,Federal_Rates_Monthly,4,2.2329820954032193,0.06917537422414803
US_Unemployment_Rate,Federal_Rates_Monthly,5,1.1761066579478705,0.3248210784135565
US_Unemployment_Rate,Federal_Rates_Monthly,6,1.1882091217800657,0.3172533047574007
US_Unemployment_Rate,Federal_Rates_Monthly,7,1.0378918111771478,0.4086666109073939
US_Unemployment_Rate,Federal_Rates_Monthly,8,1.5915846756057226,0.13502953807769075
US_Unemployment_Rate,Federal_Rates_Monthly,9,1.4037244641381956,0.19516999945235033
US_Unemployment_Rate,Federal_Rates_Monthly,10,1.2071062700159665,0.29471966780162
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,1,0.4029169993740393,0.5266689263005093
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,2,1.0684620601096315,0.3465108675595746
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,3,0.5638879116601465,0.6398013350425211
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,4,0.7169154214481303,0.5818951984318337
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,5,0.7762076617050978,0.5686878254719645
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,6,0.6331808217389824,0.7034444816812371
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,7,0.8004516286260169,0.5884999749045018
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,8,0.9623930716041067,0.46905274154589316
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,9,0.7760950104099209,0.6387144006984389
US_Unemployment_Rate,Nominal_Broad_US_Dollar_Index,10,0.7840906078486216,0.643917159822176
US_Unemployment_Rate,Adjusted_Closing_Price,1,0.716886378075544,0.39867671573075214
US_Unemployment_Rate,Adjusted_Closing_Price,2,0.14648237254194305,0.8638822347928026
US_Unemployment_Rate,Adjusted_Closing_Price,3,0.4216694892182981,0.7377714291588339
US_Unemployment_Rate,Adjusted_Closing_Price,4,0.9950378162040732,0.4129194427245316
US_Unemployment_Rate,Adjusted_Closing_Price,5,1.282417842411361,0.2758301063953341
US_Unemployment_Rate,Adjusted_Closing_Price,6,1.1487435861085964,0.33861240487501404
US_Unemployment_Rate,Adjusted_Closing_Price,7,1.075027469336991,0.38391558233761297
US_Unemployment_Rate,Adjusted_Closing_Price,8,1.1780678937992213,0.31849903253229667
US_Unemployment_Rate,Adjusted_Closing_Price,9,0.9673178369128663,0.47102600977128917
US_Unemployment_Rate,Adjusted_Closing_Price,10,0.8804213894513765,0.5538630137850515
US_Unemployment_Rate,US_Export_to_Russia,1,0.5460738853246674,0.46121879345061456
US_Unemployment_Rate,US_Export_to_Russia,2,0.49503763104694093,0.6106835964640227
US_Unemployment_Rate,US_Export_to_Russia,3,0.4110127217230452,0.7453613069595706
US_Unemployment_Rate,US_Export_to_Russia,4,0.49663709635828623,0.738221393075139
US_Unemployment_Rate,US_Export_to_Russia,5,0.4864681522259035,0.7858268551023923
US_Unemployment_Rate,US_Export_to_Russia,6,0.3984069927009773,0.878809617745601
US_Unemployment_Rate,US_Export_to_Russia,7,0.3373175005268405,0.9353285727828735
US_Unemployment_Rate,US_Export_to_Russia,8,0.3370449527393505,0.9498832306012419
US_Unemployment_Rate,US_Export_to_Russia,9,0.30538225298247607,0.9716934445377469
US_Unemployment_Rate,US_Export_to_Russia,10,0.43912586661736186,0.9240845463179557
US_Unemployment_Rate,US_Consumer_Sentiment,1,0.09911075758914377,0.7533890625842139
US_Unemployment_Rate,US_Consumer_Sentiment,2,0.31296754920168895,0.7318188835077992
US_Unemployment_Rate,US_Consumer_Sentiment,3,0.8683460969562549,0.45943742726197945
US_Unemployment_Rate,US_Consumer_Sentiment,4,0.8900987432658227,0.47204251197515645
US_Unemployment_Rate,US_Consumer_Sentiment,5,0.7442570958148682,0.5918165018687211
US_Unemployment_Rate,US_Consumer_Sentiment,6,0.8540794207851304,0.5309552024840968
US_Unemployment_Rate,US_Consumer_Sentiment,7,0.8458348330589065,0.5517273273386105
US_Unemployment_Rate,US_Consumer_Sentiment,8,0.7963584567825746,0.606934646422443
US_Unemployment_Rate,US_Consumer_Sentiment,9,0.7450227617423587,0.6669523238941786
US_Unemployment_Rate,US_Consumer_Sentiment,10,0.6042824696318253,0.8072093797791671
US_Unemployment_Rate,Price,1,1.4136573605894776,0.23655290090868603
US_Unemployment_Rate,Price,2,0.6456882975989932,0.5259618935221372
US_Unemployment_Rate,Price,3,0.5277334684371108,0.6640220134276678
US_Unemployment_Rate,Price,4,0.6169600607562109,0.6512307988768788
US_Unemployment_Rate,Price,5,0.6118090682118746,0.6910105365897584
US_Unemployment_Rate,Price,6,0.7080062552597305,0.6437575012469041
US_Unemployment_Rate,Price,7,0.8286988993226884,0.5655132344171725
US_Unemployment_Rate,Price,8,0.7040027210779647,0.687435550452445
US_Unemployment_Rate,Price,9,0.5564650543000621,0.829794508342757
US_Unemployment_Rate,Price,10,0.4799225359799722,0.8998200405834319
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,1,7.7387537517982175,0.006184826128760867
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,2,0.6828937957296721,0.5069421068089879
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,3,1.3892639044968016,0.24907300822136724
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,4,1.1524773566250612,0.33515410669713264
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,5,0.5314251701484626,0.7521205320082203
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,6,0.6175576959157368,0.7158982519421357
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,7,0.7911445416927101,0.5961365463048438
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,8,0.6291727842199418,0.7518078326645459
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,9,0.6042124008968525,0.7911300277657087
US_Unemployment_Rate,US_Mean_Monthly_Market_Volatility,10,0.9048310886933633,0.531571571306714
US_Unemployment_Rate,Average_Hourly_Earning,1,77.40855798342508,6.070006647725952e-15
US_Unemployment_Rate,Average_Hourly_Earning,2,38.46013046758519,7.228175866479041e-14
US_Unemployment_Rate,Average_Hourly_Earning,3,20.249020989247374,8.392305207985382e-11
US_Unemployment_Rate,Average_Hourly_Earning,4,11.588687729477684,4.913604433174368e-08
US_Unemployment_Rate,Average_Hourly_Earning,5,8.710511223861037,4.3613312374479917e-07
US_Unemployment_Rate,Average_Hourly_Earning,6,6.495074215713759,5.990175569449948e-06
US_Unemployment_Rate,Average_Hourly_Earning,7,4.0791482003276345,0.0004905919413221786
US_Unemployment_Rate,Average_Hourly_Earning,8,3.22756575440644,0.0024216734343904416
US_Unemployment_Rate,Average_Hourly_Earning,9,2.5654621517361473,0.010199973864163358
US_Unemployment_Rate,Average_Hourly_Earning,10,2.2312766288435038,0.02105737413422131
US_Unemployment_Rate,CPI_Value_Inflation,1,2.2683344151514984,0.13439545719928225
US_Unemployment_Rate,CPI_Value_Inflation,2,1.5836549240750322,0.20912706056555766
